10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.0463846153846154
60000 0.0405038461538462
70000 0.0402653846153846
80000 0.0401461538461538
90000 0.0475769230769231
100000 0.0449230769230769
110000 0.0398115384615385
120000 0.03965
130000 0.0465307692307692
140000 0.0400384615384615
150000 0.0536807692307692
160000 0.0411653846153846
170000 0.0568153846153846
180000 0.0863115384615385
190000 0.0914
200000 0.0544846153846154
210000 0.0428769230769231
220000 0.0416307692307692
230000 0.0528230769230769
240000 0.0407653846153846
250000 0.0424
260000 0.0864
270000 0.0663653846153846
280000 0.0423115384615385
290000 0.0566346153846154
300000 0.0956923076923077
