10000 0.01
20000 0.02
30000 0.03
40000 0.0377653846153846
50000 0.0419192307692308
60000 0.0408576923076923
70000 0.0401769230769231
80000 0.0636192307692308
90000 0.0425961538461538
100000 0.0439923076923077
110000 0.0504730769230769
120000 0.0543884615384615
130000 0.0427961538461538
140000 0.03885
150000 0.0536961538461538
160000 0.0899
170000 0.0433461538461538
180000 0.0926846153846154
190000 0.0851923076923077
200000 0.0735730769230769
210000 0.06285
220000 0.0599538461538461
230000 0.0615576923076923
240000 0.0814653846153846
250000 0.0752346153846154
260000 0.0571153846153846
270000 0.0584615384615385
280000 0.0576115384615385
290000 0.0457884615384615
300000 0.0492807692307692
